"Numeric TIS-code of territory","Validity start date of territory","Validity start date of territory name code","Alphanumeric ISO-code of language","Territory name","Official territory name","Abbreviated territory name","Unofficial territory name"
887,1990/05/22 00:00:00,1990/05/22 00:00:00,"ES","YEMEN","REPUBLICA DE YEMEN","YEMEN",
887,1990/05/22 00:00:00,1990/05/22 00:00:00,"FR","YEMEN","REPUBLIQUE DU YEMEN","YEMEN",
890,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","JUGOSLAWIEN","BUNDESREPUBLIK JUGOSLAWIEN","JUGOSLAWIEN",
890,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","YUGOSLAVIA","FEDERAL REPUBLIC OF YUGOSLAVIA","YUGOSLAVIA",
890,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","YUGOSLAVIA","REPUBLICA FEDERAL DE YUGOSLAVIA","YUGOSLAVIA",
890,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","YOUGOSLAVIE","REPUBLIQUE FEDERATIVE DE YOUGOSLAVIE","YOUGOSLAVIE",
891,1992/01/01 00:00:00,1992/01/01 00:00:00,"DE","JUGOSLAWIEN","BUNDESREPUBLIK JUGOSLAWIEN","JUGOSLAWIEN",
891,1992/01/01 00:00:00,1992/01/01 00:00:00,"EN","YUGOSLAVIA","FEDERAL REPUBLIC OF YUGOSLAVIA","YUGOSLAVIA",
891,1992/01/01 00:00:00,1992/01/01 00:00:00,"ES","YUGOSLAVIA","REPUBLICA FEDERAL DE YUGOSLAVIA","YUGOSLAVIA",
891,1992/01/01 00:00:00,1992/01/01 00:00:00,"FR","YOUGOSLAVIE","REPUBLIQUE FEDERALE DE YOUGOSLAVIE","YOUGOSLAVIE",
891,1992/01/01 00:00:00,2003/02/04 00:00:00,"DE","SERBIEN UND MONTENEGRO","SERBIEN UND MONTENEGRO","SERBIEN+MONTEN.",
891,1992/01/01 00:00:00,2003/02/04 00:00:00,"EN","SERBIA AND MONTENEGRO","SERBIA AND MONTENEGRO","SERBIA+MONTENE.",
891,1992/01/01 00:00:00,2003/02/04 00:00:00,"ES","SERBIA Y MONTENEGRO","SERBIA Y MONTENEGRO","SERBIA+MONTENE.",
891,1992/01/01 00:00:00,2003/02/04 00:00:00,"FR","SERBIE-ET-MONTENEGRO","SERBIE-ET-MONTENEGRO","SERBIE+MONTENE.",
894,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","SAMBIA","REPUBLIK SAMBIA","SAMBIA",
894,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","ZAMBIA","REPUBLIC OF ZAMBIA","ZAMBIA",
894,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","ZAMBIA","REPUBLICA DE ZAMBIA","ZAMBIA",
894,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","ZAMBIE","REPUBLIQUE DE ZAMBIE","ZAMBIE",
2100,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","AFRIKA",,"AFRIKA",
2100,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","AFRICA",,"AFRICA",
2100,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","AFRICA",,"AFRICA",
2100,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","AFRIQUE",,"AFRIQUE",
2101,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","AMERIKA",,"AMERIKA",
2101,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","AMERICA",,"AMERICA",
2101,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","AMERICA",,"AMERICA",
2101,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","AMERIQUE",,"AMERIQUE",
2102,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","AMERIKANISCHER KONTINENT",,"AMERIK.KONT.",
2102,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","AMERICAN CONTINENT",,"AMERICAN CONT.",
2102,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","CONTINENTE AMERICANO",,"CONT.AMERICANO",
2102,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","CONTINENT AMERICAIN",,"CONT.AMERICAIN",
2103,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","ANTILLEN",,"ANTILLEN",
2103,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","ANTILLES",,"ANTILLES",
2103,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","ANTILLAS",,"ANTILLAS",
2103,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","ANTILLES",,"ANTILLES",
2104,1989/11/07 00:00:00,1989/11/07 00:00:00,"DE","APEC STAATEN",,"APEC",
2104,1989/11/07 00:00:00,1989/11/07 00:00:00,"EN","APEC COUNTRIES",,"APEC",
2104,1989/11/07 00:00:00,1989/11/07 00:00:00,"ES","PAISES APEC",,"APEC",
2104,1989/11/07 00:00:00,1989/11/07 00:00:00,"FR","ETATS APEC",,"APEC",
2105,1967/08/08 00:00:00,1967/08/08 00:00:00,"DE","ASEAN STAATEN",,"ASEAN",
2105,1967/08/08 00:00:00,1967/08/08 00:00:00,"EN","ASEAN COUNTRIES",,"ASEAN",
2105,1967/08/08 00:00:00,1967/08/08 00:00:00,"ES","PAISES DEL ASEAN",,"ASEAN",
2105,1967/08/08 00:00:00,1967/08/08 00:00:00,"FR","ETATS ASEAN",,"ASEAN",
2106,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","ASIEN",,"ASIEN",
2106,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","ASIA",,"ASIA",
2106,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","ASIA",,"ASIA",
2106,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","ASIE",,"ASIE",
2107,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","AUSTRALASIEN",,"AUSTRALASIEN",
2107,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","AUSTRALASIA",,"AUSTRALASIA",
2107,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","AUSTRALASIA",,"AUSTRALASIA",
2107,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","AUSTRALASIE",,"AUSTRALASIE",
2108,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","BALKANLAENDER",,"BALKANLAENDER",
2108,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","BALKANS",,"BALKANS",
2108,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","BALCANES",,"BALCANES",
2108,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","BALKANS",,"BALKANS",
2109,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","BALTISCHE STAATEN",,"BALT.STAATEN",
2109,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","BALTIC STATES",,"BALTIC STATES",
2109,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","ESTADOS BALTICOS",,"EST.BALTICOS",
2109,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","ETATS BALTIQUES",,"ETATS BALT.",
2110,1948/01/01 00:00:00,1948/01/01 00:00:00,"DE","BENELUX",,"BENELUX",
2110,1948/01/01 00:00:00,1948/01/01 00:00:00,"EN","BENELUX",,"BENELUX",
2110,1948/01/01 00:00:00,1948/01/01 00:00:00,"ES","BENELUX",,"BENELUX",
2110,1948/01/01 00:00:00,1948/01/01 00:00:00,"FR","BENELUX",,"BENELUX",
2111,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","BRITISCHE INSELN",,"BRIT.INSELN",
2111,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","BRITISH ISLES",,"BRITISH ISLES",
2111,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","ISLAS BRITANICAS",,"ISLAS BRITAN.",
2111,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","ILES BRITANNIQUES",,"ILES BRITAN.",
2112,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","BRITISCH WESTINDIEN",,"BRIT.WESTINDIEN",
2112,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","BRITISH WEST INDIES",,"BRIT.WEST IND.",
2112,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","INDIAS BRITANICAS OCCIDENTALES",,"IND.BRIT.OCCID.",
2112,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","INDES OCCIDENTALES BRITANNIQUES",,"INDES OCC.BRIT.",
2113,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","MITTELAMERIKA",,"MITTELAMERIKA",
2113,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","CENTRAL AMERICA",,"CENTRAL AMERICA",
2113,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","AMERICA CENTRAL",,"AMERICA CENTRAL",
2113,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","AMERIQUE CENTRALE",,"AMERIQUE CENT.",
2114,1931/01/01 00:00:00,1931/01/01 00:00:00,"DE","COMMONWEALTH",,"COMMONWEALTH",
2114,1931/01/01 00:00:00,1931/01/01 00:00:00,"EN","COMMONWEALTH",,"COMMONWEALTH",
2114,1931/01/01 00:00:00,1931/01/01 00:00:00,"ES","COMMONWEALTH",,"COMMONWEALTH",
2114,1931/01/01 00:00:00,1931/01/01 00:00:00,"FR","COMMONWEALTH",,"COMMONWEALTH",
2115,1931/01/01 00:00:00,1931/01/01 00:00:00,"DE","COMMONWEALTH AFRIKANISCHE GEBIETE",,"CO AFRIKA",
2115,1931/01/01 00:00:00,1931/01/01 00:00:00,"EN","COMMONWEALTH AFRICAN TERRITORIES",,"CO AFRICA",
2115,1931/01/01 00:00:00,1931/01/01 00:00:00,"ES","TERRITORIOS AFRICANOS DE LA COMMONWEALTH",,"CO AFRICA",
2115,1931/01/01 00:00:00,1931/01/01 00:00:00,"FR","COMMONWEALTH TERRITOIRES AFRICAINS",,"CO AFRIQUE",
2116,1931/01/01 00:00:00,1931/01/01 00:00:00,"DE","COMMONWEALTH ASIATISCHE GEBIETE",,"CO ASIEN",
2116,1931/01/01 00:00:00,1931/01/01 00:00:00,"EN","COMMONWEALTH ASIAN TERRITORIES",,"CO ASIA",
2116,1931/01/01 00:00:00,1931/01/01 00:00:00,"ES","TERRITORIOS ASIATICOS DE LA COMMONWEALTH",,"CO ASIA",
2116,1931/01/01 00:00:00,1931/01/01 00:00:00,"FR","COMMONWEALTH TERRITOIRES ASIATIQUES",,"CO ASIE",
2117,1931/01/01 00:00:00,1931/01/01 00:00:00,"DE","COMMONWEALTH AUSTRALASIATISCHE GEBIETE",,"CO AUSTRALASIEN",
2117,1931/01/01 00:00:00,1931/01/01 00:00:00,"EN","COMMONWEALTH AUSTRALASIAN TERRITORIES",,"CO AUSTRALASIA",
2117,1931/01/01 00:00:00,1931/01/01 00:00:00,"ES","TERRITORIOS AUSTRALASIATICOS DE LA COMMONWEALTH",,"CO AUSTRALASIA",
2117,1931/01/01 00:00:00,1931/01/01 00:00:00,"FR","COMMONWEALTH TERRITOIRES AUSTRALASIATIQUES",,"CO AUSTRALASIE",
2118,1992/01/01 00:00:00,1992/01/01 00:00:00,"DE","GEMEINSCHAFT UNABHAENGIGER STAATEN",,"GUS",
2118,1992/01/01 00:00:00,1992/01/01 00:00:00,"EN","COMMONWEALTH OF INDEPENDENT STATES",,"CIS",
2118,1992/01/01 00:00:00,1992/01/01 00:00:00,"ES","COMMONWEALTH DE ESTADOS INDEPENDIENTES",,"CEI",
2118,1992/01/01 00:00:00,1992/01/01 00:00:00,"FR","COMMUNAUTE DES ETATS INDEPENDANTS",,"CEI",
2119,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","OSTEUROPA",,"OSTEUROPA",
2119,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","EASTERN EUROPE",,"EASTERN EUROPE",
2119,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","EUROPA DEL ESTE",,"EUROPA DEL ESTE",
2119,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","EUROPE ORIENTALE",,"EUROPE ORIENT.",
2120,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","EUROPA",,"EUROPA",
2120,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","EUROPE",,"EUROPE",
2120,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","EUROPA",,"EUROPA",
2120,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","EUROPE",,"EUROPE",
2121,1994/01/01 00:00:00,1994/01/01 00:00:00,"DE","EUROPAEISCHER WIRTSCHAFTSRAUM",,"EWR",
2121,1994/01/01 00:00:00,1994/01/01 00:00:00,"EN","EUROPEAN ECONOMIC AREA",,"EUROP.ECON.AREA",
2121,1994/01/01 00:00:00,1994/01/01 00:00:00,"ES","AREA ECONOMICA EUROPEA",,"AREA ECON.EURO.",
2121,1994/01/01 00:00:00,1994/01/01 00:00:00,"FR","ESPACE ECONOMIQUE EUROPEEN",,"ESP.ECON.EURO",
2122,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","EUROPAEISCHER KONTINENT",,"EUROP.KONT.",
2122,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","EUROPEAN CONTINENT",,"EUROPEAN CONT.",
2122,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","CONTINENTE EUROPEO",,"CONT.EUROPEO",
2122,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","CONTINENT EUROPEEN",,"CONT.EUROPEEN",
2123,1958/01/01 00:00:00,1958/01/01 00:00:00,"DE","EUROPAEISCHE WIRTSCHAFTSGEMEINSCHAFT",,"EWG",
2123,1958/01/01 00:00:00,1958/01/01 00:00:00,"EN","EUROPEAN ECONOMIC COMMUNITY",,"EEC",
2123,1958/01/01 00:00:00,1958/01/01 00:00:00,"ES","COMUNIDAD ECONOMICA EUROPEA",,"CEE",
2123,1958/01/01 00:00:00,1958/01/01 00:00:00,"FR","COMMUNAUTE ECONOMIQUE EUROPEENNE",,"CEE",
2123,1958/01/01 00:00:00,1993/11/01 00:00:00,"DE","EUROPAEISCHE UNION",,"EUROP.UNION",
2123,1958/01/01 00:00:00,1993/11/01 00:00:00,"EN","EUROPEAN UNION",,"EUROPEAN UNION",
2123,1958/01/01 00:00:00,1993/11/01 00:00:00,"ES","UNION EUROPEA",,"UNION EUROPEA",
2123,1958/01/01 00:00:00,1993/11/01 00:00:00,"FR","UNION EUROPEENNE",,"UNION EURO",
2124,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","DEUTSCHLAND, OESTERREICH, SCHWEIZ",,"DACH",
2124,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","GSA COUNTRIES",,"GSA",
2124,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","ALEMANIA, AUSTRIA, SUIZA",,"DE,AT,CH",
2124,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","ALLEMAGNE, AUTRICHE, SUISSE",,"DE,AT,CH",
2125,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","MITTLERER OSTEN",,"MITTLERER OSTEN",
2125,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","MIDDLE EAST",,"MIDDLE EAST",
2125,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","ORIENTE MEDIO",,"ORIENTE MEDIO",
2125,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","MOYEN-ORIENT",,"MOYEN-ORIENT",
2126,1994/01/01 00:00:00,1994/01/01 00:00:00,"DE","NAFTA STAATEN",,"NAFTA",
2126,1994/01/01 00:00:00,1994/01/01 00:00:00,"EN","NAFTA COUNTRIES",,"NAFTA",
2126,1994/01/01 00:00:00,1994/01/01 00:00:00,"ES","PAISES DEL NAFTA",,"NAFTA",
2126,1994/01/01 00:00:00,1994/01/01 00:00:00,"FR","ETATS NAFTA",,"NAFTA",
2127,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","NORDISCHE LAENDER",,"NORD.LAENDER",
2127,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","NORDIC COUNTRIES",,"NORDIC COUNTR.",
2127,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","PAISES NORDICOS",,"PAISES NORDICOS",
2127,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","PAYS NORDIQUES",,"PAYS NORDIQUES",
2128,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","NORDAFRIKA",,"NORDAFRIKA",
2128,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","NORTH AFRICA",,"NORTH AFRICA",
2128,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","AFRICA DEL NORTE",,"AFRICA D.NORTE",
2128,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","AFRIQUE DU NORD",,"AFRIQUE DU NORD",
2129,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","NORDAMERIKA",,"NORDAMERIKA",
2129,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","NORTH AMERICA",,"NORTH AMERICA",
2129,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","AMERICA DEL NORTE",,"AMERICA D.NORTE",
2129,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","AMERIQUE DU NORD",,"AMERIQUE D.NORD",
2130,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","OZEANIEN",,"OZEANIEN",
2130,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","OCEANIA",,"OCEANIA",
2130,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","OCEANIA",,"OCEANIA",
2130,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","OCEANIE",,"OCEANIE",
2131,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","SKANDINAVIEN",,"SKANDINAVIEN",
2131,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","SCANDINAVIA",,"SCANDINAVIA",
2131,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","ESCANDINAVIA",,"ESCANDINAVIA",
2131,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","SCANDINAVIE",,"SCANDINAVIE",
2132,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","SUEDAMERIKA",,"SUEDAMERIKA",
2132,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","SOUTH AMERICA",,"SOUTH AMERICA",
2132,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","SUD AMERICA",,"SUD AMERICA",
2132,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","AMERIQUE DU SUD",,"AMERIQUE DU SUD",
2133,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","SUEDOSTASIEN",,"SUEDOSTASIEN",
2133,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","SOUTH EAST ASIA",,"SOUTH EAST ASIA",
2133,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","SURESTE DE ASIA",,"SURESTE DE ASIA",
2133,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","ASIE SUD EST",,"ASIE SUD EST",
2134,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","WESTINDIEN",,"WESTINDIEN",
2134,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","WEST INDIES",,"WEST INDIES",
2134,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","INDIAS OCCIDENTALES",,"INDIAS OCCID.",
2134,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","INDES OCCIDENTALES",,"INDES OCC.",
2136,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","WELT",,"WELT",
2136,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","WORLD",,"WORLD",
2136,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","MUNDO",,"MUNDO",
2136,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","MONDE",,"MONDE",
